id_cliente;edad_cliente;inclinacion_tejado;antiguedad_propiedad;consumo_anual_mmpp;horas_trabajo;modalidad_trabajo;orientacion;ratio_ingresos_deudas;contrata
1466;29;PocoInclinado;7;57;20;R;O;0,12;1
1467;26;MuyInclinado;2;26;30;P;E;0,7;1
1468;24;MuyInclinado;5;60;40;P;E;0,3;1
1469;40;PocoInclinado;5;62;40;R;O;0,21;0
1470;56;MuyInclinado;35;236;40;R;S;0,06;1
1471;24;MuyInclinado;2;34;40;R;E;0,09;1
1472;45;Plano;24;69;30;R;O;0,08;1
1473;32;MuyInclinado;9;53;30;P;S;0,43;0
1474;20;PocoInclinado;0;18;20;R;E;0,35;1
1475;34;MuyInclinado;13;50;20;P;S;0,5;1
1476;26;MuyInclinado;2;55;10;P;S;0,31;0
1477;21;MuyInclinado;1;40;30;R;O;0,27;0
1478;56;MuyInclinado;19;76;30;R;E;0,03;1
1479;24;MuyInclinado;5;60;30;P;E;0,3;1
1480;41;Plano;3;23;20;P;E;0,57;0
1481;59;PocoInclinado;7;92;20;R;S;0,16;1
1482;77;MuyInclinado;30;80;40;R;E;0,09;1
1483;72;MuyInclinado;48;233;30;P;S;0,41;1
1484;24;MuyInclinado;2;32;40;P;E;0,45;1
1485;26;PocoInclinado;1;35;40;R;O;0,27;1
1486;22;Plano;1;19;20;R;E;0,56;1
1487;45;MuyInclinado;1;43;40;R;E;0,09;1
1488;21;PocoInclinado;0;35;40;P;N;0,88;0
1489;41;MuyInclinado;9;68;20;P;S;0,7;0
1490;23;PocoInclinado;0;62;40;R;E;0,08;0
1491;36;MuyInclinado;5;50;20;R;E;0,02;1
1492;58;MuyInclinado;9;51;40;R;E;0,13;1
1493;20;MuyInclinado;0;26;10;R;E;0,19;0
1494;35;Plano;5;62;30;R;O;0,22;0
1495;18;MuyInclinado;0;29;20;R;E;0,33;0
1496;49;PocoInclinado;3;28;10;R;E;0,32;1
1497;69;Plano;4;25;20;R;E;0,36;1
1498;26;Plano;6;24;30;P;E;0,59;1
1499;31;PocoInclinado;4;36;10;P;E;0,85;1
1500;35;MuyInclinado;9;80;20;P;S;0,29;0
1501;18;MuyInclinado;0;44;40;R;O;0,3;1
1502;28;Suelo;0;50;30;R;E;0,26;1
1503;22;MuyInclinado;0;18;40;R;E;0,23;1
1504;30;PocoInclinado;4;30;20;R;E;0,4;1
1505;24;Plano;6;21;30;R;E;0,26;1
1506;45;Plano;12;57;40;R;E;0,03;1
1507;37;Plano;11;63;30;P;S;0,56;1
1508;33;Suelo;6;121;30;P;S;0,28;0
1509;79;Plano;63;497;40;R;S;0,1;1
1510;37;MuyInclinado;17;123;10;P;S;0,19;1
1511;25;MuyInclinado;2;24;10;R;O;0,35;1
1512;27;Plano;3;37;20;P;S;0,51;0
1513;51;PocoInclinado;9;96;40;P;E;0,34;0
1514;59;PocoInclinado;31;102;10;R;E;0,01;1
1515;30;PocoInclinado;1;16;30;R;O;0,62;0
1516;25;MuyInclinado;4;21;20;P;O;0,58;1
1517;56;PocoInclinado;22;57;20;R;E;0,06;1
1518;36;MuyInclinado;1;31;20;P;E;0,89;1
1519;18;MuyInclinado;0;35;40;P;O;0,48;1
1520;23;PocoInclinado;0;34;30;P;N;0,67;0
1521;57;Plano;26;78;20;R;O;0,13;1
1522;28;MuyInclinado;7;88;40;P;N;0,23;1
1523;71;Plano;18;57;20;P;N;0,32;1
1524;59;Plano;33;308;30;R;S;0,09;1
1525;63;PocoInclinado;22;129;20;R;E;0,09;1
1526;20;Plano;3;21;30;P;E;1,03;0
1527;70;PocoInclinado;48;165;10;P;E;0,24;1
1528;42;PocoInclinado;6;49;10;P;N;0,45;1
1529;22;Plano;1;24;30;P;O;1,03;0
1530;37;Plano;5;21;30;P;E;0,84;1
1531;19;MuyInclinado;0;21;30;R;E;0,47;1
1532;38;PocoInclinado;4;61;10;R;E;0,07;1
1533;33;MuyInclinado;0;64;10;P;N;0,27;1
1534;20;Plano;2;18;40;R;E;0,15;1
1535;34;Suelo;8;526;40;R;S;0,03;1
1536;31;MuyInclinado;11;37;20;R;E;0,21;1
1537;32;MuyInclinado;1;129;10;P;S;0,35;0
1538;49;MuyInclinado;15;35;30;R;E;0,12;1
1539;24;PocoInclinado;0;45;40;R;E;0,18;0
1540;40;PocoInclinado;7;33;40;P;E;0,5;1
1541;54;PocoInclinado;8;67;40;P;O;0,26;1
1542;27;PocoInclinado;3;20;40;P;E;0,66;0
1543;25;PocoInclinado;0;35;30;R;E;0,37;0
1544;25;PocoInclinado;1;66;40;R;E;0,11;0
1545;47;PocoInclinado;14;36;20;R;E;0,03;1
1546;66;MuyInclinado;18;70;10;R;O;0,07;1
1547;30;PocoInclinado;3;23;10;R;E;0,35;0
1548;22;PocoInclinado;0;32;20;R;E;0,16;1
1549;25;Plano;9;29;10;P;O;0,51;1
1550;64;Plano;7;24;20;R;E;0,34;1
1551;18;MuyInclinado;0;12;30;R;E;0,31;0
1552;65;Plano;10;32;40;R;O;0,41;1
1553;32;PocoInclinado;3;56;30;P;O;0,37;0
1554;26;PocoInclinado;1;89;20;R;E;0,05;0
1555;28;Plano;7;43;30;P;E;0,78;0
1556;48;PocoInclinado;24;66;40;R;E;0,11;1
1557;37;Plano;11;34;10;P;N;0,54;1
1558;29;MuyInclinado;3;45;40;P;O;0,45;0
1559;29;Suelo;0;40;20;P;N;0,44;0
1560;71;Plano;7;26;30;R;E;0,37;1
1561;38;MuyInclinado;18;55;30;P;N;0,45;1
1562;52;PocoInclinado;23;153;30;R;N;0,07;1
1563;21;PocoInclinado;0;35;20;R;E;0,26;0
1564;45;PocoInclinado;0;81;10;R;O;0,09;1
1565;40;Suelo;1;32;40;P;S;0,77;0
1566;26;MuyInclinado;5;22;10;R;E;0,18;1
1567;34;PocoInclinado;8;30;10;R;O;0,25;1
1568;18;MuyInclinado;0;25;40;R;E;0,14;1
1569;38;PocoInclinado;6;25;20;P;N;1,56;0
1570;35;Plano;16;93;20;R;N;0,1;1
1571;18;MuyInclinado;0;47;30;R;O;0,11;1
1572;24;PocoInclinado;1;36;30;P;O;0,49;0
1573;28;Suelo;0;57;40;P;S;0,34;0
1574;19;MuyInclinado;0;21;40;R;E;0,32;1
1575;27;PocoInclinado;3;36;20;P;O;0,61;0
1576;32;MuyInclinado;9;53;40;P;S;0,43;0
1577;37;PocoInclinado;3;57;10;P;E;0,3;0
1578;36;MuyInclinado;3;28;40;R;E;0,22;1
1579;43;MuyInclinado;14;61;20;P;N;0,28;1
1580;44;PocoInclinado;4;15;30;P;E;1,27;1
1581;29;PocoInclinado;2;55;30;P;O;0,44;0
1582;39;PocoInclinado;8;259;40;R;O;0,1;1
1583;49;PocoInclinado;24;90;20;P;S;0,29;1
1584;20;PocoInclinado;0;13;30;P;E;1,55;1
1585;29;PocoInclinado;7;57;30;R;O;0,12;1
1586;40;MuyInclinado;15;46;20;P;E;0,34;1
1587;31;MuyInclinado;11;47;20;P;S;0,84;1
1588;23;PocoInclinado;0;45;20;P;E;0,34;0
1589;19;MuyInclinado;0;33;30;R;E;0,3;1
1590;30;PocoInclinado;4;64;30;P;N;0,36;1
1591;25;MuyInclinado;4;21;30;P;O;0,58;1
1592;26;PocoInclinado;0;103;20;P;S;0,28;0
1593;22;PocoInclinado;1;27;20;R;E;0,46;1
1594;21;PocoInclinado;0;17;40;P;O;1,21;0
1595;36;MuyInclinado;3;28;20;R;E;0,22;1
1596;51;Plano;23;47;20;R;E;0,07;1
1597;24;Plano;6;36;10;P;O;0,5;1
1598;52;Plano;8;43;20;P;S;0,58;1
1599;30;PocoInclinado;4;62;30;P;O;0,39;0
1600;40;PocoInclinado;3;35;40;P;O;0,39;0
1601;45;Plano;12;44;20;R;O;0,32;1
1602;23;PocoInclinado;0;42;30;R;O;0,23;1
1603;71;MuyInclinado;35;131;20;P;S;0,2;1
1604;40;Plano;20;61;30;R;O;0,13;1
1605;36;MuyInclinado;16;50;10;R;E;0,11;1
1606;62;PocoInclinado;26;87;20;P;S;0,35;1
1607;22;PocoInclinado;0;36;20;P;O;0,4;0
1608;44;Suelo;2;91;30;R;O;0,1;0
1609;24;PocoInclinado;1;23;40;P;E;0,79;0
1610;51;MuyInclinado;3;19;10;R;E;0,31;1
1611;40;MuyInclinado;20;117;20;P;S;0,22;1
1612;18;MuyInclinado;0;28;20;R;E;0,37;0
1613;23;PocoInclinado;0;53;20;R;E;0,09;0
1614;36;MuyInclinado;14;71;40;R;O;0,17;1
1615;31;MuyInclinado;3;24;40;P;E;0,67;0
1616;20;PocoInclinado;0;28;30;P;E;0,48;0
1617;51;Plano;23;47;30;R;E;0,07;1
1618;25;PocoInclinado;3;27;10;P;O;0,8;1
1619;49;Plano;4;36;10;R;O;0,37;1
1620;22;PocoInclinado;0;23;40;R;E;0,33;0
1621;24;PocoInclinado;0;18;20;R;E;0,19;1
1622;23;MuyInclinado;3;25;30;R;E;0,12;1
1623;37;PocoInclinado;10;97;30;R;N;0,17;1
1624;34;PocoInclinado;3;47;30;R;O;0,22;1
1625;47;MuyInclinado;13;58;40;R;E;0,1;1
1626;75;Plano;22;56;40;R;O;0,22;1
1627;34;MuyInclinado;12;58;40;P;N;0,54;1
1628;34;Plano;11;54;30;P;S;0,3;1
1629;19;MuyInclinado;0;55;30;R;E;0,22;1
1630;39;PocoInclinado;4;78;20;P;S;0,32;0
1631;31;PocoInclinado;9;23;10;R;E;0,42;1
1632;34;PocoInclinado;3;72;10;R;E;0,18;1
1633;49;Plano;4;36;20;R;O;0,37;1
1634;40;MuyInclinado;15;46;10;P;E;0,34;1
1635;54;PocoInclinado;8;67;40;P;O;0,26;1
1636;27;PocoInclinado;1;28;40;P;E;1,07;1
1637;34;PocoInclinado;7;33;40;R;O;0,3;0
1638;21;MuyInclinado;0;21;20;R;E;0,36;0
1639;35;MuyInclinado;15;55;40;P;S;0,29;1
1640;26;MuyInclinado;4;31;40;R;E;0,23;1
1641;47;MuyInclinado;10;48;10;R;O;0,22;1
1642;73;Plano;50;289;30;R;S;0,11;1
1643;18;MuyInclinado;0;18;20;P;E;0,83;0
1644;26;Plano;10;31;30;R;E;0,37;1
1645;40;Plano;2;30;30;R;E;0,13;1
1646;29;PocoInclinado;1;50;40;P;E;0,36;1
1647;27;PocoInclinado;1;21;20;P;E;0,83;1
1648;24;Plano;4;24;20;P;O;0,93;0
1649;36;MuyInclinado;9;35;40;R;E;0,03;1
1650;52;PocoInclinado;24;403;30;R;S;0,06;1
1651;46;PocoInclinado;2;27;30;P;E;0,57;1
1652;46;Suelo;11;136;30;R;S;0,09;0
1653;20;PocoInclinado;0;22;20;R;E;0,23;0
1654;55;PocoInclinado;34;150;30;R;E;0,17;1
1655;26;PocoInclinado;2;36;30;P;O;0,54;0
1656;48;Suelo;2;52;20;P;O;0,38;1
1657;19;MuyInclinado;0;20;30;R;E;0,19;0
1658;30;PocoInclinado;1;73;30;P;S;0,71;0
1659;57;MuyInclinado;36;172;40;R;S;0,15;1
1660;29;PocoInclinado;3;74;30;R;E;0,08;1
1661;59;MuyInclinado;32;533;20;R;O;0,01;1
1662;25;Plano;4;31;30;R;E;0,13;1
1663;31;PocoInclinado;1;69;30;R;E;0,01;1
1664;70;MuyInclinado;27;92;20;R;S;0,19;1
1665;45;Plano;24;69;10;R;O;0,08;1
1666;31;PocoInclinado;4;36;20;P;E;0,85;1
1667;42;PocoInclinado;14;55;30;R;O;0,26;1
1668;45;MuyInclinado;10;45;40;R;E;0,09;1
1669;36;PocoInclinado;7;118;40;P;S;0,21;0
1670;27;MuyInclinado;2;30;40;R;E;0,12;0
1671;32;MuyInclinado;12;27;10;R;E;0,08;1
1672;34;MuyInclinado;4;46;20;R;E;0,17;1
1673;32;MuyInclinado;9;53;20;P;S;0,43;0
1674;44;MuyInclinado;15;59;20;P;S;0,49;0
1675;35;Suelo;2;41;20;P;E;0,36;0
1676;38;Plano;6;24;20;P;E;0,87;0
1677;34;PocoInclinado;7;43;20;P;S;1,01;0
1678;47;MuyInclinado;6;34;20;R;E;0,17;1
1679;23;PocoInclinado;2;39;10;P;O;0,59;1
1680;20;PocoInclinado;0;27;40;R;E;0,24;1
1681;37;PocoInclinado;0;83;40;P;S;0,33;0
1682;32;PocoInclinado;8;44;30;P;O;0,45;1
1683;26;PocoInclinado;1;63;20;P;E;0,31;0
1684;22;PocoInclinado;0;55;10;P;S;0,77;0
1685;27;PocoInclinado;4;40;40;P;S;0,46;1
1686;18;MuyInclinado;0;15;20;R;E;0,57;0
1687;23;PocoInclinado;2;40;30;P;N;0,74;0
1688;32;PocoInclinado;3;86;10;R;N;0,17;1
1689;22;PocoInclinado;0;29;40;R;E;0,16;1
1690;28;MuyInclinado;4;25;40;P;O;1,74;0
1691;22;PocoInclinado;0;36;10;P;O;0,4;0
1692;38;Suelo;7;124;20;P;S;0,35;1
1693;59;PocoInclinado;19;174;30;P;S;0,44;0
1694;34;PocoInclinado;7;30;40;P;E;0,62;1
1695;40;PocoInclinado;15;111;20;R;O;0,18;1
1696;18;MuyInclinado;0;25;40;R;E;0,31;0
1697;24;PocoInclinado;0;23;20;R;E;0,4;1
1698;25;Plano;4;30;10;P;O;0,62;1
1699;46;Plano;20;48;40;R;E;0,08;1
1700;33;MuyInclinado;3;36;30;P;N;0,68;1
1701;45;Plano;12;57;30;R;E;0,03;1
1702;36;MuyInclinado;4;34;30;P;O;0,66;0
1703;73;MuyInclinado;2;39;40;P;N;0,69;0
1704;19;MuyInclinado;0;28;10;R;O;0,34;0
1705;18;MuyInclinado;0;14;40;R;E;0,45;1
1706;39;PocoInclinado;4;47;30;R;O;0,3;0
1707;26;PocoInclinado;2;36;40;P;O;0,54;0
1708;20;PocoInclinado;0;20;20;P;E;0,81;1
1709;35;MuyInclinado;4;57;20;R;O;0,17;1
1710;30;MuyInclinado;5;36;10;R;E;0,18;1
1711;38;MuyInclinado;1;28;30;R;E;0,04;0
1712;29;PocoInclinado;1;50;20;P;E;0,36;1
1713;59;PocoInclinado;19;174;30;P;S;0,44;0
1714;37;Plano;18;36;30;R;E;0,18;1
1715;20;Plano;1;22;30;P;E;0,56;0
1716;32;Suelo;0;22;30;P;E;0,82;1
1717;28;Plano;4;25;30;R;E;0,32;1
1718;24;PocoInclinado;0;35;40;P;N;0,47;0
1719;35;PocoInclinado;9;123;20;R;O;0,11;1
1720;23;PocoInclinado;0;23;30;P;E;0,96;0
1721;41;Plano;11;36;40;P;O;0,39;0
1722;39;Plano;22;48;30;R;O;0,21;1
1723;42;PocoInclinado;17;54;20;P;E;0,29;1
1724;52;PocoInclinado;2;84;40;R;E;0,07;1
1725;37;PocoInclinado;0;83;30;P;S;0,33;0
1726;21;PocoInclinado;0;35;20;P;N;0,88;0
1727;28;PocoInclinado;3;25;40;P;O;0,94;0
1728;54;PocoInclinado;15;93;40;P;S;0,28;0
1729;30;PocoInclinado;2;27;20;P;E;0,5;1
1730;26;PocoInclinado;3;66;10;R;E;0,1;1
1731;28;PocoInclinado;6;30;30;P;O;0,89;1
1732;30;Plano;6;22;40;P;E;0,86;0
1733;18;MuyInclinado;0;20;40;P;O;1,14;0
1734;51;MuyInclinado;19;47;10;P;S;0,71;1
1735;30;PocoInclinado;1;65;20;P;S;0,34;0
1736;31;PocoInclinado;8;29;30;R;O;0,3;1
1737;28;Plano;4;20;40;P;E;0,82;1
1738;46;MuyInclinado;23;99;20;R;O;0,06;1
1739;75;Plano;32;78;30;R;E;0,1;1
1740;20;Plano;0;18;20;R;E;0,62;1
1741;26;MuyInclinado;6;38;40;P;N;0,39;1
1742;26;Plano;6;46;20;R;E;0,31;1
1743;47;MuyInclinado;6;75;10;P;N;0,35;1
1744;51;PocoInclinado;14;161;10;R;E;0,02;1
1745;22;Plano;4;27;30;R;E;0,19;1
1746;28;PocoInclinado;4;20;30;P;E;1,27;1
1747;56;PocoInclinado;30;167;10;R;E;0,02;1
1748;33;PocoInclinado;2;66;20;R;E;0,08;1
1749;35;PocoInclinado;5;47;20;P;S;0,5;0
1750;39;MuyInclinado;5;39;20;R;E;0,15;1
1751;34;PocoInclinado;1;40;10;P;O;0,62;0
1752;20;Plano;1;22;20;P;E;0,56;0
1753;49;PocoInclinado;9;64;20;R;E;0,16;1
1754;22;PocoInclinado;0;31;20;P;E;0,43;0
1755;33;Plano;11;52;40;R;E;0,27;0
1756;21;PocoInclinado;0;13;40;R;E;0,72;0
1757;22;MuyInclinado;1;24;30;P;E;0,83;1
1758;30;MuyInclinado;1;39;40;R;E;0,04;1
1759;34;MuyInclinado;6;41;10;R;O;0,26;0
1760;47;MuyInclinado;16;66;40;R;E;0,04;1
1761;23;MuyInclinado;0;22;10;R;E;0,5;1
1762;50;MuyInclinado;15;65;40;P;S;0,32;1
1763;23;PocoInclinado;0;42;10;P;N;0,41;1
1764;76;PocoInclinado;12;53;10;R;O;0,18;1
1765;26;PocoInclinado;1;35;40;R;O;0,27;1
1766;21;PocoInclinado;0;55;30;P;S;0,48;0
1767;69;Plano;6;60;20;P;O;0,5;1
1768;31;PocoInclinado;8;29;20;R;O;0,3;1
1769;37;MuyInclinado;4;32;20;R;E;0,13;1
1770;36;MuyInclinado;16;50;30;R;E;0,11;1
1771;56;MuyInclinado;37;160;30;P;S;0,19;1
1772;31;MuyInclinado;11;41;20;R;E;0,07;1
1773;71;MuyInclinado;13;59;10;P;N;0,66;1
1774;25;PocoInclinado;0;35;20;R;E;0,37;0
1775;26;MuyInclinado;5;42;40;P;N;0,36;0
1776;56;PocoInclinado;30;167;20;R;E;0,02;1
1777;41;MuyInclinado;21;189;20;R;S;0,1;1
1778;20;PocoInclinado;0;31;20;P;O;0,77;0
1779;30;MuyInclinado;4;55;30;R;O;0,15;1
1780;38;PocoInclinado;13;204;20;P;S;0,29;0
1781;49;MuyInclinado;15;35;20;R;E;0,12;1
1782;20;PocoInclinado;0;20;10;P;O;0,68;0
1783;64;Plano;36;145;20;R;S;0,11;1
1784;20;MuyInclinado;0;21;30;P;E;0,59;1
1785;39;Plano;20;52;40;P;N;0,58;1
1786;23;PocoInclinado;2;32;40;R;E;0,12;1
1787;56;MuyInclinado;34;215;40;P;S;0,2;1
1788;23;PocoInclinado;0;47;30;P;N;0,38;0
1789;39;PocoInclinado;12;82;30;R;O;0,14;1
1790;53;MuyInclinado;10;62;20;P;N;0,35;0
1791;62;PocoInclinado;26;87;30;P;S;0,35;1
1792;18;MuyInclinado;0;22;30;R;E;0,19;0
1793;25;PocoInclinado;1;27;20;P;E;0,6;0
1794;33;PocoInclinado;12;48;30;R;E;0,11;1
1795;34;PocoInclinado;7;33;10;R;O;0,3;0
1796;19;MuyInclinado;0;28;40;R;O;0,34;0
1797;42;MuyInclinado;16;49;30;R;E;0,3;1
1798;59;Plano;31;86;10;R;O;0,15;1
1799;30;Plano;2;18;30;R;E;0,2;0
1800;28;MuyInclinado;6;33;20;P;O;0,83;0
1801;64;MuyInclinado;44;397;20;P;S;0,24;0
1802;23;PocoInclinado;0;23;10;P;E;0,96;0
1803;32;MuyInclinado;12;61;40;R;E;0,22;1
1804;32;MuyInclinado;7;33;10;P;S;0,99;0
1805;37;PocoInclinado;3;36;20;R;E;0,25;1
1806;52;PocoInclinado;2;96;40;R;N;0,15;0
1807;35;PocoInclinado;4;18;30;R;E;0,32;1
1808;54;PocoInclinado;4;69;20;P;O;0,29;1
1809;37;Plano;18;36;30;R;E;0,18;1
1810;35;MuyInclinado;14;62;40;R;E;0,21;1
1811;50;Plano;20;117;30;R;S;0,14;1
1812;65;MuyInclinado;38;352;30;R;E;0,03;1
1813;18;MuyInclinado;0;27;40;R;E;0,29;1
1814;32;PocoInclinado;4;37;20;R;E;0,11;1
1815;29;PocoInclinado;2;34;30;P;O;0,75;0
1816;24;MuyInclinado;3;24;20;P;O;0,55;1
1817;23;MuyInclinado;3;25;20;R;E;0,12;1
1818;47;MuyInclinado;6;75;40;P;N;0,35;1
1819;20;PocoInclinado;0;27;30;R;E;0,05;0
1820;20;PocoInclinado;0;32;40;R;O;0,35;1
1821;22;PocoInclinado;0;51;30;R;O;0,26;0
1822;35;MuyInclinado;6;32;40;R;E;0,31;1
1823;35;PocoInclinado;5;47;30;P;S;0,5;0
1824;62;MuyInclinado;4;38;20;P;E;0,41;1
1825;71;MuyInclinado;13;59;30;P;N;0,66;1
1826;20;PocoInclinado;0;29;40;P;O;0,76;0
1827;18;MuyInclinado;0;15;30;P;E;0,94;1
1828;29;PocoInclinado;1;50;40;P;N;0,45;0
1829;28;PocoInclinado;6;30;20;P;O;0,89;1
1830;19;MuyInclinado;0;20;30;R;E;0,49;1
1831;25;PocoInclinado;1;16;40;R;E;0,33;1
1832;32;PocoInclinado;4;37;10;R;E;0,15;0
1833;21;MuyInclinado;1;37;30;R;E;0,31;1
1834;40;MuyInclinado;20;117;40;P;S;0,22;1
1835;27;MuyInclinado;3;28;20;R;E;0,19;1
1836;27;MuyInclinado;9;31;20;R;E;0,27;1
1837;56;MuyInclinado;27;125;40;R;N;0,15;1
1838;49;MuyInclinado;14;94;20;R;S;0,14;1
1839;33;PocoInclinado;8;37;20;R;E;0,14;1
1840;19;Plano;0;18;20;P;E;0,99;0
1841;59;Plano;31;86;20;R;O;0,15;1
1842;59;PocoInclinado;7;92;20;R;S;0,16;1
1843;64;Suelo;34;116;20;P;S;0,27;1
1844;37;MuyInclinado;4;32;30;R;E;0,13;1
1845;27;PocoInclinado;1;21;20;P;E;0,83;1
1846;34;PocoInclinado;2;46;20;P;O;0,71;1
1847;55;Suelo;21;91;30;R;N;0,14;1
1848;24;PocoInclinado;0;53;40;P;S;0,46;0
1849;24;PocoInclinado;0;40;10;R;O;0,3;1
1850;43;PocoInclinado;8;49;20;R;E;0,18;1
1851;30;PocoInclinado;2;27;20;P;E;0,5;1
1852;31;Plano;0;26;30;R;E;0,16;1
1853;21;PocoInclinado;0;27;20;P;O;0,78;1
1854;76;Plano;15;26;20;R;E;0,27;1
1855;32;MuyInclinado;1;129;30;P;S;0,35;0
1856;41;MuyInclinado;10;29;10;R;E;0,19;1
1857;25;PocoInclinado;4;41;20;P;N;0,63;1
1858;34;Plano;6;33;30;R;E;0,26;1
1859;42;MuyInclinado;17;66;40;R;O;0,22;1
1860;48;Plano;0;28;20;R;E;0,12;1
1861;25;Plano;9;25;40;P;E;1,17;0
1862;64;Plano;26;56;30;P;N;0,57;1
1863;21;PocoInclinado;0;55;30;P;S;0,48;0
1864;66;PocoInclinado;6;61;30;R;O;0,2;0
1865;29;PocoInclinado;7;21;40;R;E;0,34;1
1866;51;Plano;33;234;40;R;S;0,14;1
1867;45;PocoInclinado;0;81;40;R;O;0,09;1
1868;39;MuyInclinado;1;27;20;R;E;0,07;1
1869;18;MuyInclinado;0;18;30;P;E;0,83;0
1870;39;PocoInclinado;17;165;20;R;N;0,05;1
1871;30;PocoInclinado;4;64;30;P;N;0,36;1
1872;48;PocoInclinado;24;66;30;R;E;0,11;1
1873;20;PocoInclinado;0;45;10;R;O;0,25;0
1874;24;PocoInclinado;0;45;40;R;E;0,18;0
1875;34;MuyInclinado;4;49;30;R;E;0,09;1
1876;18;MuyInclinado;0;12;10;R;E;0,77;0
1877;42;Plano;8;43;20;R;E;0,04;1
1878;40;PocoInclinado;15;129;10;P;S;0,21;1
1879;32;PocoInclinado;6;31;10;P;O;0,6;1
1880;56;MuyInclinado;19;76;40;R;E;0,03;1
1881;27;Plano;2;24;30;R;E;0,3;1
1882;39;MuyInclinado;1;27;30;R;E;0,07;1
1883;38;PocoInclinado;6;25;20;P;N;1,56;0
1884;33;PocoInclinado;3;34;10;R;E;0,05;1
1885;31;PocoInclinado;1;69;30;R;E;0,01;1
1886;75;Plano;32;78;20;R;E;0,1;1
1887;22;MuyInclinado;0;16;30;R;E;0,71;0
1888;71;MuyInclinado;13;59;20;P;N;0,66;1
1889;63;Plano;17;103;40;P;S;0,24;1
1890;30;PocoInclinado;1;107;30;R;O;0,17;0
1891;27;Plano;6;20;30;P;E;0,86;1
1892;35;PocoInclinado;0;36;40;R;E;0,18;1
1893;23;PocoInclinado;0;33;20;R;E;0,12;1
1894;23;PocoInclinado;0;24;20;P;E;1,39;0
1895;29;PocoInclinado;2;55;10;P;O;0,44;0
1896;23;PocoInclinado;0;30;30;P;N;0,53;0
1897;32;PocoInclinado;5;52;20;R;O;0,17;1
1898;46;PocoInclinado;1;58;10;R;E;0,21;1
1899;51;PocoInclinado;4;43;20;R;E;0,11;1
1900;28;Plano;8;45;30;R;E;0,19;1
1901;37;PocoInclinado;2;55;20;R;O;0,23;1
1902;25;MuyInclinado;5;18;40;P;E;0,83;0
1903;26;PocoInclinado;2;37;20;R;E;0,11;1
1904;37;PocoInclinado;3;36;30;R;E;0,25;1
1905;29;MuyInclinado;6;27;40;R;E;0,3;1
1906;24;Plano;4;24;10;P;O;0,93;0
1907;30;MuyInclinado;1;39;10;R;E;0,04;1
1908;31;Suelo;5;61;30;R;E;0,05;1
1909;32;MuyInclinado;12;75;10;R;O;0,17;1
1910;40;MuyInclinado;2;32;20;R;E;0,14;1
1911;43;MuyInclinado;20;180;20;R;S;0,11;1
1912;26;Plano;0;29;40;P;S;0,75;0
1913;42;MuyInclinado;18;176;20;R;S;0,09;1
1914;55;MuyInclinado;4;59;10;P;S;0,59;0
1915;40;Plano;20;61;30;R;O;0,13;1
1916;45;Suelo;1;58;30;P;N;0,42;0
1917;59;Plano;33;308;40;R;S;0,09;1
1918;52;PocoInclinado;2;96;30;R;N;0,15;0
1919;24;PocoInclinado;0;29;40;R;O;0,43;0
1920;35;MuyInclinado;9;80;30;P;S;0,29;0
1921;19;MuyInclinado;0;34;30;P;N;0,76;0
1922;23;PocoInclinado;0;42;30;P;N;0,41;1
1923;42;PocoInclinado;7;130;30;P;S;0,21;0
1924;53;Plano;17;59;20;R;E;0,01;1
1925;30;PocoInclinado;1;65;20;P;S;0,34;0
1926;23;PocoInclinado;0;53;20;R;E;0,09;0
1927;23;Plano;6;29;40;P;E;0,57;1
1928;20;Plano;3;24;20;P;O;0,84;0
1929;24;PocoInclinado;1;23;40;P;E;0,79;0
1930;20;MuyInclinado;0;17;20;R;E;0,5;0
1931;53;PocoInclinado;1;46;20;P;N;0,36;0
1932;33;PocoInclinado;4;136;30;P;S;0,18;0
1933;51;PocoInclinado;4;43;40;R;E;0,11;1
1934;31;MuyInclinado;6;26;10;R;E;0,32;1
1935;40;PocoInclinado;7;53;10;P;O;0,36;1
1936;28;PocoInclinado;6;30;30;P;O;0,89;1
1937;51;MuyInclinado;3;19;40;R;E;0,31;1
1938;42;PocoInclinado;7;130;10;P;S;0,21;0
1939;20;PocoInclinado;0;20;20;R;E;0,43;0
1940;32;PocoInclinado;1;45;30;P;O;0,45;0
1941;19;MuyInclinado;0;37;10;R;E;0,11;1
1942;34;PocoInclinado;6;65;30;P;S;0,37;0
1943;21;PocoInclinado;0;26;30;R;E;0,33;0
1944;51;PocoInclinado;9;96;30;P;E;0,34;0
1945;30;Plano;6;20;30;R;E;0,5;0
1946;21;PocoInclinado;0;13;20;R;E;0,72;0
1947;36;PocoInclinado;8;100;30;P;S;0,4;0
1948;39;MuyInclinado;0;36;20;R;E;0,28;0
1949;69;Plano;4;25;30;R;E;0,36;1
1950;42;Suelo;12;34;30;R;E;0,24;1
1951;33;PocoInclinado;3;40;40;R;E;0,04;1
1952;25;PocoInclinado;2;26;40;P;O;0,58;0
1953;39;PocoInclinado;7;39;30;P;E;0,43;1
1954;45;Suelo;9;48;30;P;S;0,31;1
1955;38;PocoInclinado;11;145;30;P;O;0,31;1
1956;31;Plano;10;60;40;P;S;0,73;0
1957;20;Plano;3;21;10;P;E;1,03;0
1958;29;PocoInclinado;8;39;40;P;S;0,41;0
1959;28;Suelo;0;57;20;P;S;0,34;0
